# This file is generated; do not edit manually.
# cache: cb77808 Cache version 2026-08-19-rev240
id,ambient,contrast,render_priority
4958,0,0,1
4959,0,0,1
4960,0,0,1
4962,0,0,1
4971,0,0,1
4981,0,0,1
4982,0,0,1
5005,0,0,1
5006,0,0,1
5036,0,0,1
5041,10,25,0
5042,10,25,0
5047,0,0,1
5049,0,0,1
5050,0,0,1
5057,0,0,1
5058,0,0,1
5059,0,0,1
5060,0,0,1
5079,0,0,1
5080,0,0,1
5081,0,0,1
5083,0,0,1
5084,0,0,1
5085,0,0,1
5092,0,0,1
5118,0,0,1
5119,0,0,1
5120,0,0,1
5125,0,0,1
5126,0,0,1
5127,0,0,1
5128,0,0,1
5129,0,0,1
5134,0,0,1
5135,0,0,1
5136,0,0,1
5137,40,0,0
5139,0,0,1
5147,0,0,1
5148,0,0,1
5155,0,0,1
5156,0,0,1
5159,0,0,1
5161,0,0,1
5162,0,0,1
5177,0,0,1
5182,0,0,1
5183,0,0,1
5184,0,0,1
5191,0,0,1
5195,15,0,0
5196,15,0,0
5197,15,0,0
5198,15,0,0
5199,15,0,0
5200,15,0,0
5201,15,0,0
5202,15,0,0
5203,15,0,0
5204,15,0,0
5205,15,0,0
5206,15,0,0
5207,15,0,0
5208,15,0,0
5209,0,0,1
5210,0,0,1
5211,0,0,1
5212,0,0,1
5213,0,0,1
5214,0,0,1
5215,0,0,1
5240,20,0,0
5241,20,0,0
5292,0,0,1
5304,0,0,1
5305,0,0,1
5306,0,0,1
5307,0,0,1
5308,0,0,1
5324,0,0,1
5325,0,0,1
5370,20,100,0
5376,15,0,0
5377,15,0,0
5426,0,0,1
5429,70,0,1
5430,75,0,0
5431,20,0,0
5432,75,0,0
5434,25,0,0
5435,25,0,0
5436,0,0,1
5437,0,0,1
5438,0,0,1
5439,0,0,1
5440,0,0,1
5441,0,0,1
5442,0,0,1
5454,0,0,1
5504,20,0,0
5510,0,0,1
5513,0,0,1
5529,10,50,1
5534,30,150,0
5536,30,150,0
5537,30,150,0
5538,30,50,0
5539,30,50,0
5540,30,50,0
5541,30,50,0
5542,30,50,0
5543,30,50,0
5544,20,0,0
5545,20,0,0
5546,20,0,0
5547,30,150,0
5548,20,0,0
5549,20,0,0
5550,20,0,0
5551,20,0,0
5552,20,0,0
5557,30,150,0
5558,30,150,0
5559,30,150,0
5560,30,150,0
5561,30,150,0
5562,20,0,0
5567,0,0,1
5590,40,0,0
5604,40,0,0
5615,10,0,1
5616,10,0,1
5617,10,0,1
5618,10,0,1
5619,10,0,1
5620,10,0,1
5621,10,0,1
5628,15,0,0
5629,15,0,0
5630,15,0,0
5631,0,0,1
5632,0,0,1
5633,0,0,1
5634,5,0,0
5635,5,0,0
5636,5,0,0
5637,-25,0,0
5638,-25,0,0
5639,-25,0,0
5643,15,0,0
5644,15,0,0
5645,15,0,0
5646,15,0,0
5648,10,50,0
5649,10,50,0
5650,10,50,0
5651,10,50,0
5652,10,50,0
5653,10,50,0
5654,10,50,0
5655,10,50,0
5656,10,50,0
5657,10,50,0
5658,10,50,0
5659,10,50,0
5660,10,50,0
5661,10,50,0
5662,10,50,0
5663,10,50,0
5665,10,50,0
5666,10,50,0
5667,10,50,0
5668,10,50,0
5669,10,50,0
5670,10,50,0
5671,10,50,0
5672,10,50,0
5673,10,50,0
5674,10,50,0
5675,10,50,0
5676,10,50,0
5677,10,50,0
5678,10,50,0
5679,10,50,0
5680,10,50,0
5681,10,50,0
5682,10,50,0
5683,10,50,0
5684,10,50,0
5685,10,50,0
5686,10,50,0
5687,10,50,0
5688,10,50,0
5689,10,50,0
5690,10,50,0
5691,10,50,0
5692,10,50,0
5693,10,50,0
5694,10,50,0
5695,10,50,0
5696,10,50,0
5697,10,50,0
5698,10,50,0
5699,10,50,0
5700,10,50,0
5701,10,50,0
5702,10,50,0
5703,10,50,0
5704,10,50,0
5705,10,50,0
5706,10,50,0
5707,10,50,0
5708,10,50,0
5709,10,50,0
5710,10,50,0
5711,10,50,0
5712,10,50,0
5713,10,50,0
5714,10,50,0
5715,10,50,0
5716,10,50,0
5717,10,50,0
5718,10,50,0
5719,10,50,0
5720,10,50,0
5722,0,0,1
5723,0,0,1
5724,0,0,1
5725,0,0,1
5726,20,0,0
5727,30,0,0
5728,30,0,0
5734,0,0,1
5735,0,0,1
5736,0,0,1
5737,0,0,1
5738,0,0,1
5777,0,0,1
5778,0,0,1
5779,0,0,1
5783,0,0,1
5784,25,0,0
5787,15,100,1
5788,15,100,1
5790,40,200,0
5796,20,0,1
5797,20,0,1
5798,20,0,1
5799,20,0,1
5800,20,0,1
5801,20,0,1
5802,20,0,1
5803,20,0,1
5804,20,0,1
5805,20,0,1
5806,20,0,1
5807,20,0,1
5816,0,0,1
5822,0,0,1
5823,0,0,1
5824,0,0,1
5825,0,0,1
5826,0,0,1
5827,0,0,1
5828,0,0,1
5829,0,0,1
5830,0,0,1
5831,0,0,1
5833,20,0,0
5834,0,0,1
5843,20,0,0
5844,20,0,0
5857,35,175,0
5858,35,175,0
5864,0,0,1
5865,0,0,1
5870,0,0,1
5871,0,0,1
5885,20,0,0
5886,40,0,1
5887,40,0,1
5888,20,0,1
5889,0,0,1
5890,0,0,1
5891,0,0,1
5892,60,0,0
5893,60,0,0
5895,0,0,1
5896,0,0,1
5897,0,0,1
5899,20,0,1
5900,20,0,1
5901,20,0,1
5902,20,0,1
5903,20,0,1
5904,0,0,1
5905,0,0,1
5906,0,0,1
5908,0,0,1
5915,-10,0,0
5922,20,0,1
5927,0,0,1
5944,15,75,0
5945,15,75,0
5947,50,250,0
5956,0,0,1
5961,50,250,0
5963,50,250,0
5974,10,50,0
5978,10,50,0
5979,10,50,0
5980,10,50,0
5981,10,50,0
5985,10,50,0
5986,10,50,0
5987,10,50,0
5988,10,50,0
5998,0,0,1
5999,0,0,1
6000,0,0,1
6001,0,0,1
6002,0,0,1
6003,0,0,1
6004,0,0,1
6005,0,0,1
6006,0,0,1
6021,0,0,1
6022,0,0,1
6023,0,0,1
6024,0,0,1
6025,0,0,1
6043,0,0,1
6045,0,0,1
6072,0,0,1
6073,0,0,1
6074,0,0,1
6075,10,75,1
6076,10,75,1
6089,0,0,1
6090,0,0,1
6091,0,0,1
6092,0,0,1
6093,0,0,1
6118,0,0,1
6119,0,0,1
6120,0,0,1
6121,0,0,1
6124,0,0,1
6125,0,0,1
6126,0,0,1
6129,0,0,1
6130,0,0,1
6131,0,0,1
6132,0,0,1
6133,0,0,1
6134,0,0,1
6135,0,0,1
6142,0,0,1
6154,0,0,1
6155,0,0,1
6156,0,0,1
6163,0,0,1
6164,0,0,1
6165,0,0,1
6166,0,0,1
6184,0,0,1
6185,0,0,1
6186,0,0,1
6187,0,0,1
6188,0,0,1
6189,0,0,1
6192,0,0,1
6194,0,0,1
6195,0,0,1
6196,0,0,1
6197,0,0,1
6198,0,0,1
6199,0,0,1
6200,0,0,1
6201,0,0,1
6202,0,0,1
6203,0,0,1
6233,0,0,1
6234,0,0,1
6254,0,0,1
6255,0,0,1
6257,40,-100,0
6259,0,0,1
6262,0,0,1
6264,0,0,1
6268,0,0,1
6274,0,0,1
6275,0,0,1
6276,0,0,1
6278,0,0,1
6279,0,0,1
6280,0,0,1
6281,0,0,1
6282,0,0,1
6283,0,0,1
6284,0,0,1
6286,0,0,1
6291,0,0,1
6292,0,0,1
6293,0,0,1
6294,0,0,1
6295,0,0,1
6297,0,0,1
6298,0,0,1
6299,0,0,1
6300,0,0,1
6301,0,0,1
6302,0,0,1
6303,0,0,1
6304,0,0,1
6305,0,0,1
6306,0,0,1
6307,0,0,1
6308,0,0,1
6309,0,0,1
6310,50,250,1
6311,0,0,1
6312,0,0,1
6313,0,0,1
6314,0,0,1
6315,0,0,1
6316,0,0,1
6317,0,0,1
6319,0,0,1
6320,40,200,1
6321,0,0,1
6322,0,0,1
6323,0,0,1
6324,0,0,1
6325,0,0,1
6326,0,0,1
6327,0,0,1
6328,0,0,1
6329,0,0,1
6330,0,0,1
6331,0,0,1
6332,0,0,1
6333,0,0,1
6334,0,0,1
6335,0,0,1
6336,0,0,1
6337,0,0,1
6338,0,0,1
6339,0,0,1
6341,100,0,0
6342,0,0,1
6343,0,0,1
6344,0,0,1
6345,0,0,1
6346,0,0,1
6347,0,0,1
6348,0,0,1
6349,0,0,1
6350,0,0,1
6351,0,0,1
6352,0,0,1
6353,0,0,1
6354,0,0,1
6355,0,0,1
6356,0,0,1
6357,0,0,1
6358,0,0,1
6359,0,0,1
6360,0,0,1
6361,0,0,1
6362,0,0,1
6363,0,0,1
6364,0,0,1
6365,0,0,1
6366,0,0,1
6367,0,0,1
6368,0,0,1
6369,0,0,1
6370,0,0,1
6371,50,250,1
6372,0,0,1
6373,0,0,1
6374,0,0,1
6375,0,0,1
6376,0,0,1
6377,0,0,1
6378,0,0,1
6380,0,0,1
6381,40,200,1
6382,0,0,1
6383,0,0,1
6384,0,0,1
6385,0,0,1
6386,0,0,1
6387,0,0,1
6388,0,0,1
6389,0,0,1
6390,0,0,1
6391,0,0,1
6392,0,0,1
6393,0,0,1
6394,0,0,1
6395,0,0,1
6396,0,0,1
6397,0,0,1
6398,0,0,1
6399,0,0,1
6400,0,0,1
6403,0,0,1
6404,0,0,1
6438,0,0,1
6473,0,0,1
6474,0,0,1
6476,0,0,1
6477,0,0,1
6484,0,0,1
6485,0,0,1
6486,0,0,1
6487,0,0,1
6492,0,0,1
6493,0,0,1
6494,0,0,1
6495,0,0,1
6496,30,150,0
6497,30,150,0
6498,30,150,0
6499,0,0,1
6503,25,0,0
6506,60,0,0
6509,0,0,1
6510,0,0,1
6512,0,0,1
6513,0,0,1
6514,40,200,0
6515,0,0,1
6516,0,0,1
6517,0,0,1
6518,0,0,1
6519,0,0,1
6529,0,0,1
6530,0,0,1
6531,0,0,1
6561,0,0,1
6562,0,0,1
6564,20,0,0
6583,20,75,0
6584,0,0,1
6585,0,0,1
6586,0,0,1
6589,0,0,1
6590,0,0,1
6594,25,0,0
6599,0,0,1
6600,0,0,1
6601,10,0,1
6602,0,0,1
6603,25,0,1
6609,25,0,0
6610,0,0,1
6618,35,175,0
6627,30,150,0
6629,30,150,0
6630,30,150,0
6631,30,150,0
6632,30,150,0
6633,30,150,0
6634,30,150,0
6635,30,150,0
6636,30,150,0
6637,30,150,0
6638,30,150,0
6639,25,125,0
6640,30,150,0
6641,30,150,0
6642,30,150,0
6643,30,150,0
6644,30,150,0
6646,30,150,0
6647,30,150,0
6648,0,0,1
6649,0,0,1
6650,0,0,1
6651,30,150,0
6652,30,150,0
6653,30,150,0
6654,30,150,0
6655,25,125,0
6656,30,150,0
6668,40,0,0
6674,30,150,0
6682,40,0,0
6689,40,0,0
6696,40,0,0
6698,35,175,0
6699,35,175,0
6702,20,75,0
6703,0,0,1
6724,0,0,1
6725,0,0,1
6726,0,0,1
6727,0,0,1
6728,0,0,1
6729,0,0,1
6730,0,0,1
6732,0,0,1
6733,0,0,1
6734,0,0,1
6735,0,0,1
6736,0,0,1
6737,0,0,1
6738,0,0,1
6739,0,0,1
6743,0,0,1
6744,0,0,1
6746,0,0,1
6747,0,0,1
6748,0,0,1
6749,0,0,1
6750,0,0,1
6751,0,0,1
6752,0,0,1
6753,0,0,1
6754,0,0,1
6755,0,0,1
6762,58,290,0
6764,0,0,1
6765,0,0,1
6766,0,0,1
6767,0,0,1
6768,0,0,1
6771,0,0,1
6775,0,0,1
6777,10,50,0
6778,10,50,0
6779,10,50,0
6795,62,310,0
6797,0,0,1
6798,0,0,1
6799,0,0,1
6801,0,0,1
6806,0,0,1
6823,0,0,1
6826,0,0,1
6827,0,0,1
6828,0,0,1
6829,0,0,1
6830,0,0,1
6831,0,0,1
6832,0,0,1
6833,0,0,1
6834,0,0,1
6835,0,0,1
6836,0,0,1
6837,0,0,1
6838,0,0,1
6839,0,0,1
6840,0,0,1
6841,0,0,1
6842,0,0,1
6843,0,0,1
6844,0,0,1
6845,0,0,1
6846,0,0,1
6847,0,0,1
6848,0,0,1
6849,0,0,1
6850,0,0,1
6851,0,0,1
6852,0,0,1
6853,0,0,1
6854,0,0,1
6855,0,0,1
6856,0,0,1
6857,0,0,1
6858,0,0,1
6875,0,0,1
6876,0,0,1
6877,0,0,1
6895,0,0,1
6920,0,0,1
6922,0,0,1
6926,0,0,1
6927,0,0,1
6928,0,0,1
6929,0,0,1
6930,0,0,1
6931,0,0,1
6932,0,0,1
6933,0,0,1
6934,0,0,1
6935,0,0,1
6936,0,0,1
6937,0,0,1
6938,0,0,1
6943,0,0,1
6944,0,0,1
6945,0,0,1
6946,0,0,1
6947,0,0,1
6948,0,0,1
6949,0,0,1
6950,0,0,1
6951,0,0,1
6952,0,0,1
6953,0,0,1
6954,0,0,1
6955,0,0,1
6958,0,0,1
6962,0,0,1
6963,0,0,1
6964,0,0,1
6965,0,0,1
6966,0,0,1
6967,0,0,1
6968,0,0,1
6969,0,0,1
6970,0,0,1
6973,0,0,1
6974,0,0,1
6975,0,0,1
6976,0,0,1
6977,0,0,1
6978,0,0,1
6979,0,0,1
6980,0,0,1
6983,0,0,1
6984,0,0,1
6985,0,0,1
6986,0,0,1
7016,0,0,1
7037,0,0,1
7040,0,0,1
7041,0,0,1
7042,0,0,1
7043,0,0,1
7044,0,0,1
7045,0,0,1
7046,0,0,1
7047,0,0,1
7048,0,0,1
7049,0,0,1
7050,0,0,1
7051,0,0,1
7052,0,0,1
7053,0,0,1
7054,0,0,1
7056,0,0,1
7061,0,0,1
7062,0,0,1
7064,0,0,1
7065,0,0,1
7066,0,0,1
7067,0,0,1
7068,0,0,1
7069,0,0,1
7070,0,0,1
7071,0,0,1
7072,0,0,1
7073,0,0,1
7077,0,0,1
7078,0,0,1
7079,0,0,1
7080,0,0,1
7081,0,0,1
7082,0,0,1
7088,0,0,1
7089,0,0,1
7090,0,0,1
7091,0,0,1
7092,0,0,1
7093,0,0,1
7094,0,0,1
7101,0,0,1
7102,0,0,1
7103,0,0,1
7108,0,0,1
7109,0,0,1
7110,0,0,1
7121,0,0,1
7122,0,0,1
7123,0,0,1
7124,0,0,1
7125,0,0,1
7126,0,0,1
7127,0,0,1
7128,0,0,1
7129,0,0,1
7130,0,0,1
7131,0,0,1
7132,0,0,1
7133,0,0,1
7134,0,0,1
7135,0,0,1
7136,0,0,1
7137,0,0,1
7138,0,0,1
7139,0,0,1
7140,0,0,1
7141,0,0,1
7142,0,0,1
7143,0,0,1
7144,10,0,0
7145,10,0,0
7146,10,0,0
7147,-10,0,0
7148,-10,0,0
7149,-10,0,0
7150,10,0,0
7151,-10,0,0
7176,0,0,1
7177,0,0,1
7178,0,0,1
7179,0,0,1
7198,0,0,1
7201,0,0,1
7202,0,0,1
7203,0,0,1
7204,0,0,1
7208,0,0,1
7219,30,150,0
7220,0,0,1
7221,10,500,1
7222,10,500,1
7225,0,0,1
7226,0,0,1
7227,0,0,1
7228,0,0,1
7229,0,0,1
7230,0,0,1
7231,0,0,1
7233,0,0,1
7234,25,0,0
7235,0,0,1
7236,0,0,1
7237,0,0,1
7239,0,0,1
7240,0,0,1
7251,50,125,0
7252,50,125,0
7253,15,75,0
7254,15,75,0
7255,15,75,0
7258,0,0,1
7261,8,25,1
7263,20,100,0
7264,20,100,0
7278,-25,-75,0
7283,0,0,1
7284,0,0,1
7286,0,0,1
7297,0,0,1
7298,0,0,1
7299,0,0,1
7300,0,0,1
7301,0,0,1
7302,0,0,1
7303,0,0,1
7304,0,0,1
7306,0,0,1
7307,0,0,1
7308,0,0,1
7309,0,0,1
7310,0,0,1
7311,0,0,1
7313,0,0,1
7316,0,0,1
7317,0,0,1
7320,0,0,1
7321,0,0,1
7322,0,0,1
7325,0,0,1
7326,0,0,1
7327,0,0,1
7328,0,0,1
7329,0,0,1
7330,0,0,1
7331,0,0,1
7368,40,0,0
7369,0,0,1
7370,40,0,0
7371,0,0,1
7372,0,0,1
7374,0,0,1
7375,0,0,1
7376,0,0,1
7378,0,0,1
7384,0,0,1
7385,0,0,1
7386,0,0,1
7387,0,0,1
7388,30,0,0
7394,60,300,0
7406,0,0,1
7411,-25,-75,0
7414,0,0,1
7415,0,0,1
7416,8,25,1
7418,0,0,1
7419,0,0,1
7420,0,0,1
7421,0,0,1
7422,0,0,1
7423,0,0,1
7428,0,0,1
7429,0,0,1
7430,0,0,1
7431,0,0,1
7432,0,0,1
7433,0,0,1
7434,0,0,1
7436,0,0,1
7437,0,0,1
7438,0,0,1
7439,0,50,0
7440,0,50,0
7441,0,50,0
7442,0,50,0
7443,0,50,0
7444,0,50,0
7445,0,50,0
7446,0,50,0
7447,0,50,0
7448,0,50,0
7449,0,50,0
7450,0,50,0
7451,0,50,0
7452,0,50,0
7453,0,50,0
7454,0,50,0
7455,0,50,0
7456,0,0,1
7457,0,0,1
7458,0,0,1
7479,0,0,1
7489,0,0,1
7492,0,0,1
7493,0,0,1
7494,0,0,1
7495,0,0,1
7496,0,0,1
7497,0,0,1
7498,0,0,1
7499,0,0,1
7500,0,0,1
7501,0,0,1
7502,0,0,1
7503,0,0,1
7504,0,0,1
7505,0,0,1
7506,0,0,1
7507,0,0,1
7508,0,0,1
7509,0,0,1
7530,0,0,1
7531,0,0,1
7532,0,0,1
7540,10,25,1
7541,10,25,1
7542,10,25,1
7543,15,25,1
7544,15,25,1
7545,10,25,1
7546,0,0,1
7548,10,25,0
7559,0,0,1
7560,0,0,1
7561,0,0,1
7562,0,0,1
7563,0,0,1
7565,10,25,1
7566,10,25,1
7567,10,25,1
7569,0,0,1
7570,0,0,1
7571,0,0,1
7572,0,0,1
7573,0,0,1
7574,0,0,1
7575,0,0,1
7576,0,0,1
7577,0,0,1
7578,0,0,1
7579,0,0,1
7580,100,0,1
7581,100,0,1
7582,100,0,1
7583,100,0,1
7584,0,0,1
7585,0,0,1
7586,60,300,1
7594,0,0,1
7595,0,0,1
7598,25,125,1
7599,0,0,1
7600,0,0,1
7601,0,0,1
7602,-5,0,0
7603,-5,0,0
7604,0,0,1
7605,0,0,1
7606,0,0,1
7607,0,0,1
7608,0,0,1
7610,0,0,1
7611,0,0,1
7612,0,0,1
7613,0,0,1
7614,0,0,1
7615,0,0,1
7616,30,150,0
7617,0,0,1
7618,0,0,1
7619,0,0,1
7621,0,0,1
7622,0,0,1
7634,0,0,1
7640,0,0,1
7641,0,0,1
7642,0,50,0
7643,0,50,0
7644,0,50,0
7645,0,50,0
7646,0,50,0
7647,0,50,0
7648,0,50,0
7652,10,0,0
7654,0,0,1
7663,0,0,1
7669,0,0,1
7670,0,0,1
7671,30,150,0
7674,30,150,0
7675,30,150,0
7676,100,500,0
7677,10,0,0
7678,10,0,0
7679,10,0,0
7680,10,0,0
7681,10,0,0
7682,10,0,0
7683,10,0,0
7684,10,0,0
7685,10,0,0
7686,10,0,0
7687,10,0,0
7688,10,0,0
7689,10,0,0
7691,-10,0,0
7692,-10,0,0
7693,-10,0,0
7694,-10,0,0
7695,-10,0,0
7696,-10,0,0
7697,-10,0,0
7698,-10,0,0
7699,-10,0,0
7700,-10,0,0
7701,30,150,0
7702,-10,0,0
7703,-10,0,0
7704,-10,0,0
7711,0,50,0
7717,0,0,1
7718,0,0,1
7719,0,0,1
7720,0,0,1
7722,10,0,1
7723,0,0,1
7727,0,0,1
7728,0,0,1
7734,0,0,1
7735,0,0,1
7736,0,50,0
7737,0,50,0
7738,0,50,0
7739,0,50,0
7740,0,50,0
7741,0,50,0
7744,0,0,1
7745,0,0,1
7746,0,0,1
7747,0,0,1
7750,25,0,0
7757,0,0,1
7761,0,0,1
7762,0,0,1
7765,0,0,1
7766,0,0,1
7767,0,0,1
7768,0,0,1
7769,0,0,1
7770,0,0,1
7773,0,0,1
7774,0,0,1
7775,0,0,1
7776,0,0,1
7777,0,0,1
7778,0,0,1
7781,25,0,0
7782,25,0,0
7785,15,0,0
7786,15,0,0
7787,0,0,1
7788,0,0,1
7790,0,0,1
7791,0,0,1
7797,10,50,0
7798,0,0,1
7806,35,175,0
7807,10,50,0
7808,10,50,0
7809,10,50,0
7810,10,50,0
7811,10,50,0
7812,10,50,0
7813,10,50,0
7814,10,50,0
7815,10,50,0
7816,10,50,0
7818,0,0,1
7819,0,0,1
7820,0,0,1
7821,0,0,1
7822,0,0,1
7823,0,0,1
7824,0,0,1
7825,0,0,1
7826,0,0,1
7827,0,0,1
7828,0,0,1
7829,0,0,1
7830,0,0,1
7831,0,0,1
7832,0,0,1
7833,0,0,1
7834,0,0,1
7835,0,0,1
7836,0,0,1
7837,0,0,1
7838,0,0,1
7839,0,0,1
7840,0,0,1
7841,0,0,1
7842,0,0,1
7843,0,0,1
7844,0,0,1
7845,0,0,1
7846,0,0,1
7847,0,0,1
7848,0,0,1
7881,60,300,1
7894,10,0,1
7895,10,0,1
7902,0,0,1
7903,10,0,1
7905,0,0,1
7906,0,0,1
7911,0,0,1
7912,0,0,1
7913,0,0,1
7924,0,0,1
7926,0,0,1
7928,0,0,1
7929,0,0,1
7930,0,0,1
7931,60,300,1
7932,60,300,1
7933,60,300,1
7934,60,300,1
7935,75,375,1
7936,60,300,1
7937,60,300,1
7938,60,300,1
7939,75,375,1
7940,40,200,1
7942,0,0,1
7943,0,0,1
7948,0,0,1
7949,0,0,1
7950,0,0,1
7951,0,0,1
7952,0,0,1
7953,0,0,1
7954,0,0,1
7956,0,0,1
7957,0,0,1
7958,0,0,1
7959,0,0,1
7960,0,0,1
7961,0,0,1
7962,0,0,1
7963,0,0,1
7964,0,0,1
7965,0,0,1
7966,0,0,1
7967,0,0,1
7968,0,0,1
7969,0,0,1
7970,0,0,1
7971,0,0,1
7972,0,0,1
7973,0,0,1
7974,0,0,1
7975,0,0,1
7976,0,0,1
7977,0,0,1
7978,0,0,1
7979,10,500,0
7980,0,0,1
7983,0,0,1
7984,0,0,1
7988,0,0,1
7993,0,0,1
7995,0,0,1
7996,0,0,1
7997,0,0,1
8003,0,0,1
8005,0,0,1
8006,0,0,1
8007,0,0,1
8008,30,150,0
8009,30,150,0
8010,30,150,0
8011,30,150,0
8012,0,0,1
8013,0,0,1
8019,0,0,1
8020,0,0,1
8021,0,0,1
8022,50,250,0
8027,15,75,1
8030,15,75,0
8031,15,75,1
8032,20,100,1
8036,0,0,1
8037,0,0,1
8038,0,0,1
8039,0,0,1
8040,0,0,1
8041,0,0,1
8042,0,0,1
8043,0,0,1
8044,0,0,1
8045,0,0,1
8046,0,0,1
8047,0,0,1
8048,0,0,1
8049,15,75,1
8050,0,0,1
8051,0,0,1
8052,0,0,1
8053,0,0,1
8054,0,0,1
8055,0,0,1
8058,0,0,1
8059,0,0,1
8060,0,0,1
8061,0,0,1
8064,0,0,1
8065,0,0,1
8066,0,0,1
8067,0,0,1
8068,0,0,1
8069,0,0,1
8070,0,0,1
8071,0,0,1
8072,0,0,1
8080,15,75,0
8084,0,0,1
8086,15,75,0
8088,15,75,1
8089,15,75,0
8090,15,75,0
8091,15,75,1
8092,0,0,1
8093,0,0,1
8094,15,75,1
8095,15,75,1
8096,15,75,1
8097,15,75,1
8098,15,75,1
8099,0,0,1
8102,0,0,1
8103,0,0,1
8104,0,0,1
8107,0,0,1
8108,0,0,1
8109,0,0,1
8110,0,0,1
8112,0,0,1
8113,0,0,1
8114,0,0,1
8115,0,0,1
8116,0,0,1
8117,0,0,1
8118,0,0,1
8119,0,0,1
8120,0,0,1
8121,0,0,1
8122,0,0,1
8123,0,0,1
8124,0,0,1
8125,0,0,1
8126,0,0,1
8127,0,0,1
8128,0,0,1
8129,0,0,1
8130,0,0,1
8132,0,0,1
8133,0,0,1
8134,50,250,0
8135,0,0,1
8136,0,0,1
8141,0,0,1
8142,0,0,1
8145,0,0,1
8146,0,0,1
8147,0,0,1
8148,0,0,1
8149,0,0,1
8150,0,0,1
8151,0,0,1
8152,0,0,1
8153,0,0,1
8154,0,0,1
8155,0,0,1
8156,0,0,1
8157,0,0,1
8158,15,75,1
8159,0,0,1
8160,20,75,1
8161,0,0,1
8162,0,0,1
8164,0,0,1
8165,0,0,1
8166,15,75,1
8167,0,0,1
8168,0,0,1
8169,0,0,1
8170,0,0,1
8171,0,0,1
8172,0,0,1
8173,0,0,1
8174,15,75,1
8175,0,0,1
8176,0,0,1
8177,15,75,1
8178,15,75,1
8179,15,75,1
8180,0,0,1
8181,0,0,1
8188,0,0,1
8189,50,250,0
8190,0,0,1
8191,0,0,1
8192,0,0,1
8193,20,0,0
8197,10,25,0
8202,10,25,0
8206,0,0,1
8207,0,0,1
8208,0,0,1
8212,0,0,1
8217,0,0,1
8218,0,0,1
8219,0,0,1
8221,0,0,1
8222,0,0,1
8223,0,0,1
8225,0,0,1
8227,0,0,1
8229,0,0,1
8232,0,0,1
8233,0,0,1
8234,20,100,0
8244,0,0,1
8245,0,0,1
8246,0,0,1
8247,0,0,1
8248,0,0,1
8251,-25,0,0
8252,-25,0,0
8253,-25,0,0
8254,-25,0,0
8255,-25,0,0
8256,-25,0,0
8257,-25,0,0
8258,-25,0,0
8259,-25,0,0
8267,0,0,1
8268,0,0,1
8272,0,0,1
8273,0,0,1
8277,0,0,1
8278,0,0,1
8279,0,0,1
8280,0,0,1
8281,0,0,1
8282,0,0,1
8283,0,0,1
8284,0,0,1
8285,0,0,1
8286,0,0,1
8289,0,0,1
8290,0,0,1
8291,0,0,1
8292,0,0,1
8300,-25,0,1
8301,-25,0,1
8302,-25,0,1
8303,-25,0,1
8304,-25,0,1
8305,-25,0,1
8306,-25,0,1
8307,-25,0,1
8311,0,0,1
8312,0,0,1
8313,0,0,1
8314,0,0,1
8315,0,0,1
8316,0,0,1
8317,0,0,1
8318,0,0,1
8319,0,0,1
8321,-25,0,0
8322,-25,0,0
8323,-25,0,0
8324,-25,0,0
8325,0,0,1
8326,-25,0,1
8327,-25,0,1
8359,0,220,1
8360,30,0,0
8361,30,0,0
8362,30,0,0
8363,30,0,0
8364,30,0,0
8365,30,0,0
8367,10,220,1
8368,0,0,1
8369,0,0,1
8370,0,0,1
8371,0,0,1
8372,0,0,1
8373,0,0,1
8374,0,0,1
8375,0,0,1
8377,20,0,0
8378,20,0,0
8386,50,250,1
8389,50,250,1
8392,50,125,0
8393,50,125,0
8394,50,125,0
8398,60,300,0
8406,0,0,1
8408,0,0,1
8411,0,0,1
8412,0,0,1
8413,0,0,1
8414,0,0,1
8415,0,0,1
8416,0,0,1
8417,0,0,1
8418,0,0,1
8419,0,0,1
8420,0,0,1
8421,0,0,1
8423,0,0,1
8424,0,0,1
8425,0,0,1
8426,0,0,1
8427,0,0,1
8428,0,0,1
8429,0,0,1
8430,0,0,1
8431,0,0,1
8432,0,0,1
8433,0,0,1
8434,0,0,1
8435,0,0,1
8436,0,0,1
8437,0,0,1
8438,0,0,1
8439,0,0,1
8440,0,0,1
8441,0,0,1
8442,0,0,1
8443,0,0,1
8444,0,0,1
8445,0,0,1
8446,0,0,1
8447,0,0,1
8448,0,0,1
8449,0,0,1
8450,0,0,1
8451,0,0,1
8452,0,0,1
8453,0,0,1
8454,0,0,1
8455,0,0,1
8456,0,0,1
8457,0,0,1
8458,0,0,1
8459,0,0,1
8460,0,0,1
8461,0,0,1
8462,0,0,1
8463,0,0,1
8464,0,0,1
8465,0,0,1
8466,0,0,1
8467,0,0,1
8468,0,0,1
8469,0,0,1
8477,0,0,1
8478,0,0,1
8482,25,125,0
8483,25,125,0
8485,0,0,1
8487,0,0,1
8491,0,0,1
8497,0,0,1
8500,0,0,1
8503,0,0,1
8512,20,100,1
8513,20,100,1
8514,0,0,1
8515,0,0,1
8521,0,0,1
8528,0,0,1
8529,0,0,1
8530,0,0,1
8531,0,0,1
8532,0,0,1
8538,0,0,1
8539,0,0,1
8540,0,0,1
8546,0,0,1
8547,0,0,1
8548,0,0,1
8549,0,0,1
