# This file is generated; do not edit manually.
# cache: 111ee1c Cache version 2026-09-23-c1-rev240
id,zoom2d,xOffset2d,yOffset2d,resizeX,resizeY,resizeZ,boughtTemplateId,boughtId,variants
5372,1910,,-11,,,,,,
5373,1910,,-11,,,,,,
5374,1910,,-11,,,,,,
5375,1910,,-11,,,,,,
5376,660,,-1,,,,,,
5378,660,,-1,,,,,,
5380,660,,-1,,,,,,
5382,660,,-1,,,,,,
5384,660,,-1,,,,,,
5386,660,,-1,,,,,,
5388,660,,-1,,,,,,
5390,660,,-1,,,,,,
5392,660,,-1,,,,,,
5394,660,,-1,,,,,,
5396,660,,-1,,,,,,
5398,660,,-1,,,,,,
5400,660,,-1,,,,,,
5402,660,,-1,,,,,,
5404,660,,-1,,,,,,
5406,660,,-1,,,,,,
5408,660,,-1,,,,,,
5410,660,,-1,,,,,,
5412,660,,-1,,,,,,
5414,660,,-1,,,,,,
5416,660,,-1,,,,,,
5418,1220,,-4,,,,,,
5420,1220,,-4,,,,,,
5422,1220,,-4,,,,,,
5424,1220,,-4,,,,,,
5426,1220,,-4,,,,,,
5428,1220,,-4,,,,,,
5430,1220,,-4,,,,,,
5432,1220,,-4,,,,,,
5434,1220,,-4,,,,,,
5436,1220,,-4,,,,,,
5438,1220,,-4,,,,,,
5440,1220,,-4,,,,,,
5442,1220,,-4,,,,,,
5444,1220,,-4,,,,,,
5446,1220,,-4,,,,,,
5448,1220,,-4,,,,,,
5450,1220,,-4,,,,,,
5452,1220,,-4,,,,,,
5454,1220,,-4,,,,,,
5456,1220,,-4,,,,,,
5458,1220,,-4,,,,,,
5460,1220,,-4,,,,,,
5462,1220,,-4,,,,,,
5464,1220,,-4,,,,,,
5466,1220,,-4,,,,,,
5468,1220,,-4,,,,,,
5470,1220,,-4,,,,,,
5472,1220,,-4,,,,,,
5474,1220,,-4,,,,,,
5476,1220,,-4,,,,,,
5478,1220,,-4,,,,,,
5480,1210,,,,,,,,
5481,1210,,,,,,,,
5482,1210,,,,,,,,
5483,1210,,,,,,,,
5484,1210,,,,,,,,
5485,1210,,,,,,,,
5486,1210,,,,,,,,
5487,1210,,,,,,,,
5488,1210,,,,,,,,
5489,1210,,,,,,,,
5490,1210,,,,,,,,
5491,1210,,,,,,,,
5492,1210,,,,,,,,
5493,1210,,,,,,,,
5494,1210,,,,,,,,
5495,1210,,,,,,,,
5496,1830,-3,-10,,,,,,
5497,1830,-3,-10,,,,,,
5498,1830,-3,-10,,,,,,
5499,1830,-3,-10,,,,,,
5500,1830,-3,-10,,,,,,
5501,1830,-3,-10,,,,,,
5502,1830,-3,-10,,,,,,
5503,1830,-3,-10,,,,,,
5504,520,,,,,,,,
5506,1230,,73,,,,,,
5507,860,1,22,,,,,,
5508,860,1,22,,,,,,
5509,520,,,,,,,,
5510,650,,,,,,,,
5511,650,,,,,,,,
5512,760,,2,,,,,,
5513,760,,2,,,,,,
5514,760,,,,,,,,
5515,760,,,,,,,,
5516,1160,2,20,,,,,,
5518,540,,-1,,,,,,
5519,540,,-1,,,,,,
5520,750,,26,,,,,,
5521,510,,60,,,,,,
5523,700,,,,,,,,
5525,480,,-25,,,,,,
5527,480,,-25,,,,,,
5529,480,,-25,,,,,,
5531,480,,-25,,,,,,
5533,480,,-25,,,,,,
5535,480,,-25,,,,,,
5537,480,,-25,,,,,,
5539,480,,-25,,,,,,
5541,480,,-25,,,,,,
5543,480,,-25,,,,,,
5545,480,,-25,,,,,,
5546,1930,3,5,,,,,,
5547,480,,-25,,,,,,
5549,480,,-25,,,,,,
5551,1050,5,-9,,,,,,
5552,1930,3,5,,,,,,
5553,1300,,16,,,,,,
5554,730,,,,,,,,
5555,1140,,4,,,,,,
5556,740,3,7,,,,,,
5557,870,,,,,,,,
5558,690,2,15,,,,,,
5559,740,,5,,,,,,
5560,690,,,,,,,,
5561,780,-5,7,,,,,,
5562,790,-1,-1,,,,,,
5563,850,,,,,,,,
5564,960,,,,,,,,
5565,960,,,,,,,,
5566,850,,,,,,,,
5567,850,,,,,,,,
5568,790,,3,,,,,,
5569,790,,3,,,,,,
5570,790,,3,,,,,,
5571,790,,3,,,,,,
5573,590,,7,,,,,,
5574,800,-1,6,,,,,,
5575,1250,-1,,,,,,,
5576,1740,,-8,,,,,,
5577,550,,-1,,,,,,
5578,550,,-1,,,,,,
5579,550,,-1,,,,,,
5580,550,,-1,,,,,,
5581,550,,-1,,,,,,
5582,550,,-1,,,,,,
5583,550,,-1,,,,,,
5584,550,,-1,,,,,,
5585,700,-3,5,,,,,,
5586,1650,-1,15,,,,,,
5587,1650,-1,15,,,,,,
5588,830,1,-21,,,,,,
5589,550,,-1,,,,,,
5590,550,,-1,,,,,,
5591,550,,-1,,,,,,
5592,770,,,,,,,,
5593,770,,,,,,,,
5594,770,,,,,,,,
5595,770,,,,,,,,
5596,770,,,,,,,,
5597,770,,,,,,,,
5598,770,,,,,,,,
5599,770,,,,,,,,
5600,770,,,,,,,,
5601,860,-2,8,,,,,,
5602,1110,,4,,,,,,
5603,710,,15,,,,,,
5604,950,,6,,,,,,
5605,580,-11,-4,,,,,,
5606,1160,,,,,,,,
5607,2280,,,,,,,,
5608,2080,-9,-8,,,,,,
5609,990,1,-5,,,,,,
5610,690,1,2,,,,,,
5615,990,-1,2,,,,,,
5616,1220,6,-29,,,,,,2:900|3:899|4:898|5:901
5617,1220,6,-29,,,,,,2:908|3:907|4:906|5:909
5618,1220,6,-29,,,,,,2:916|3:915|4:914|5:917
5619,1220,6,-29,,,,,,2:924|3:923|4:922|5:925
5620,1220,6,-29,,,,,,2:932|3:931|4:930|5:933
5621,1220,6,-29,,,,,,2:940|3:939|4:938|5:941
5622,1220,6,-29,,,,,,2:900|3:899|4:898|5:901
5623,1220,6,-29,,,,,,2:908|3:907|4:906|5:909
5624,1220,6,-29,,,,,,2:916|3:915|4:914|5:917
5625,1220,6,-29,,,,,,2:924|3:923|4:922|5:925
5626,1220,6,-29,,,,,,2:932|3:931|4:930|5:933
5627,1220,6,-29,,,,,,2:940|3:939|4:938|5:941
5628,720,8,11,,,,,,
5629,720,8,11,,,,,,
5630,720,8,11,,,,,,
5631,720,8,11,,,,,,
5632,720,8,11,,,,,,
5633,720,8,11,,,,,,
5634,720,8,11,,,,,,
5635,720,8,11,,,,,,
5636,720,8,11,,,,,,
5637,720,8,11,,,,,,
5638,720,8,11,,,,,,
5639,720,8,11,,,,,,
5640,720,8,11,,,,,,
5641,720,8,11,,,,,,
5642,1470,-2,63,,,,,,
5643,1470,-2,63,,,,,,
5644,1470,-2,63,,,,,,
5645,1470,-2,63,,,,,,
5646,1470,-2,63,,,,,,
5647,1470,-2,63,,,,,,
5648,1470,-2,63,,,,,,
5649,1470,-2,63,,,,,,
5650,1470,-2,63,,,,,,
5651,1470,-2,63,,,,,,
5652,1470,-2,63,,,,,,
5653,1470,-2,63,,,,,,
5654,1080,-1,-26,,,,,,
5655,1080,-1,-26,,,,,,
5656,1080,-1,-26,,,,,,
5657,1080,-1,-26,,,,,,
5658,1080,-1,-26,,,,,,
5659,1080,-1,-26,,,,,,
5660,1080,-1,-26,,,,,,
5661,1080,-1,-26,,,,,,
5662,1080,-1,-26,,,,,,
5663,1080,-1,-26,,,,,,
5664,1080,-1,-26,,,,,,
5665,1080,-1,-26,,,,,,
5666,1080,-1,-26,,,,,,
5667,1080,-1,-26,,,,,,
5668,760,,-4,,,,,,
5670,760,,-4,,,,,,
5672,760,,-4,,,,,,
5674,760,,-4,,,,,,
5676,760,,-4,,,,,,
5678,760,,-4,,,,,,
5680,760,,-4,,,,,,
5682,760,,-4,,,,,,
5684,760,,-4,,,,,,
5686,760,,-4,,,,,,
5688,760,,-4,,,,,,
5690,760,,-4,,,,,,
5692,760,,-4,,,,,,
5694,760,,-4,,,,,,
5696,760,,-4,,,,,,
5698,760,,-4,,,,,,
5700,760,,-4,,,,,,
5702,760,,-4,,,,,,
5704,1490,7,-4,,,,,,
5706,1490,7,-4,,,,,,
5708,1490,7,-4,,,,,,
5710,1490,7,-4,,,,,,
5712,1490,7,-4,,,,,,
5714,1490,7,-4,,,,,,
5716,1490,7,-4,,,,,,
5718,1490,7,-4,,,,,,
5720,1490,7,-4,,,,,,
5722,1490,7,-4,,,,,,
5724,1490,7,-4,,,,,,
5726,1490,7,-4,,,,,,
5728,1490,7,-4,,,,,,
5730,1490,7,-4,,,,,,
5732,800,,,,,,,,
5733,940,2,,,,,,,
5734,1490,7,-4,,,,,,
5736,1490,7,-4,,,,,,
5738,690,-5,-6,,,,,,
5739,660,-3,2,,,,,,
5741,660,-3,2,,,,,,
5743,660,-3,2,,,,,,
5745,660,-3,2,,,,,,
5747,660,-3,2,,,,,,
5749,660,-3,2,,,,,,
5751,660,-3,2,,,,,,
5753,660,-3,2,,,,,,
5755,660,-3,2,,,,,,
5757,660,-3,2,,,,,,
5759,660,-3,2,,,,,,
5761,660,-3,2,,,,,,
5763,660,-3,2,,,,,,
5765,660,-3,2,,,,,,
5767,990,-1,2,,,,,,
5769,1190,,6,,,,,,
5771,1190,,6,,,,,,
5773,1190,,6,,,,,,
5775,1190,,6,,,,,,
5777,1190,,6,,,,,,
5779,1190,,6,,,,,,
5781,1190,,6,,,,,,
5783,1190,,6,,,,,,
5785,1190,,6,,,,,,
5787,1190,,6,,,,,,
5789,1190,,6,,,,,,
5791,1190,,6,,,,,,
5793,1190,,6,,,,,,
5795,1190,,6,,,,,,
5797,1190,,6,,,,,,
5799,1190,,6,,,,,,
5801,1190,,6,,,,,,
5803,1190,,6,,,,,,
5805,1190,,6,,,,,,
5807,1190,,6,,,,,,
5809,1190,,6,,,,,,
5811,1190,,6,,,,,,
5813,1190,,6,,,,,,
5815,1190,,6,,,,,,
5817,1190,,6,,,,,,
5819,1190,,6,,,,,,
5821,1190,,6,,,,,,
5823,1190,,6,,,,,,
5825,1190,,6,,,,,,
5827,1190,,6,,,,,,
5829,1190,,6,,,,,,
5831,1190,,6,,,,,,
5833,1190,,6,,,,,,
5835,1190,,6,,,,,,
5837,1190,,6,,,,,,
5839,1190,,6,,,,,,
5841,1190,,6,,,,,,
5843,1190,,6,,,,,,
5845,1190,,6,,,,,,
5847,1190,,6,,,,,,
5849,1190,,6,,,,,,
5851,1190,,6,,,,,,
5853,1190,,6,,,,,,
5855,1190,,6,,,,,,
5857,1190,,6,,,,,,
5859,1190,,6,,,,,,
5861,1190,,6,,,,,,
5863,1190,,6,,,,,,
5865,1190,,6,,,,,,
5867,1190,,6,,,,,,
5869,1190,,6,,,,,,
5871,1190,,6,,,,,,
5873,1190,,6,,,,,,
5875,1190,,6,,,,,,
5877,1190,,6,,,,,,
5879,1190,,6,,,,,,
5881,1190,,6,,,,,,
5883,1190,,6,,,,,,
5885,1190,,6,,,,,,
5887,1190,,6,,,,,,
5889,1190,,6,,,,,,
5891,1190,,6,,,,,,
5893,1190,,6,,,,,,
5895,1190,,6,,,,,,
5897,1190,,6,,,,,,
5899,1190,,6,,,,,,
5901,1190,,6,,,,,,
5903,1190,,6,,,,,,
5905,1190,,6,,,,,,
5907,1190,,6,,,,,,
5909,1190,,6,,,,,,
5911,1190,,6,,,,,,
5913,1190,,6,,,,,,
5915,1190,,6,,,,,,
5917,1190,,6,,,,,,
5919,1190,,6,,,,,,
5921,1190,,6,,,,,,
5923,1190,,6,,,,,,
5925,1190,,6,,,,,,
5927,1190,,6,,,,,,
5929,1190,,6,,,,,,
5931,970,-5,4,,,,,,
5933,1480,-4,25,,,,,,
5935,550,,-1,,,,,,
5936,550,,-1,,,,,,
5937,550,,-1,,,,,,
5939,550,,-1,,,,,,
5940,550,,-1,,,,,,
5942,550,,-1,,,,,,
5943,550,,-1,,,,,,
5945,550,,-1,,,,,,
5947,550,,-1,,,,,,
5949,550,,-1,,,,,,
5951,550,,-1,,,,,,
5952,550,,-1,,,,,,
5954,550,,-1,,,,,,
5956,550,,-1,,,,,,
5958,550,,-1,,,,,,
5960,660,,-1,,,,,,
5962,660,,-1,,,,,,
5964,660,,-1,,,,,,
5966,660,,-1,,,,,,
5968,660,,-1,,,,,,
5970,1120,,28,,,,,,
5972,930,,-1,,,,,,
5974,1160,,,,,,,,
5976,1070,,20,,,,,,
5978,1070,,20,,,,,,
5980,1290,,-1,,,,,,
5982,910,,-3,,,,,,
5984,750,2,8,,,,,,
5986,730,-3,-2,,,,,,
5988,710,-3,-3,,,,,,
5990,710,-3,-3,,,,,,
5992,1020,,-18,,,,,,
5994,750,1,10,,,,,,
5996,750,1,10,,,,,,
5998,750,1,10,,,,,,
6000,750,1,10,,,,,,
6002,750,1,10,,,,,,
6004,1370,,-5,,,,,,
6006,1520,-3,4,,,,,,
6008,1520,-3,4,,,,,,
6010,1460,-4,14,,,,,,
6012,1190,,21,,,,,,
6014,900,-3,,,,,,,
6016,480,1,-1,,,,,,
6018,970,1,4,,,,,,
6020,2130,-1,5,,,,,,
6021,2130,-1,5,,,,,,
6022,2130,-1,5,,,,,,
6023,2130,-1,5,,,,,,
6024,2130,-1,5,,,,,,
6025,2130,-1,5,,,,,,
6026,2130,-1,5,,,,,,
6027,2130,-1,5,,,,,,
6028,2130,-1,5,,,,,,
6029,2130,-1,5,,,,,,
6030,2130,-1,5,,,,,,
6031,2130,-1,5,,,,,,
6032,1020,,-18,,,,,,
6034,1020,,-18,,,,,,
6036,550,,-1,,,,,,
6038,530,3,2,,,,,,
6040,630,,3,,,,,,
6041,630,,3,,,,,,
6043,1810,10,,,,,,,
6045,1810,10,,,,,,,
6047,1810,10,,,,,,,
6049,1810,10,,,,,,,
6051,1810,10,,,,,,,
6053,1810,10,,,,,,,
6055,1930,3,5,,,,,,
6057,1220,,-20,,,,,,
6058,2500,-44,-236,,,,,,
6059,2500,-44,-236,,,,,,
6061,720,3,5,,,,,,2:3811|3:3812|4:3813|5:3814
6062,720,3,5,,,,,,2:3811|3:3812|4:3813|5:3814
6063,5110,-6,-26,,,,,,
6064,1590,,,,,,,,
6065,1360,,3,,,,,,
6066,1450,,,,,,,,
6067,1650,,-10,,,,,,
6068,930,8,-8,,,,,,
6069,770,1,-6,,,,,,
6070,2140,3,6,,,,,,
6071,1040,1,7,,,,,,
6072,780,1,6,,,,,,
6073,840,,,,,,,,
6075,840,,,,,,,,
6077,840,,,,,,,,
6079,840,,,,,,,,
6081,2290,-3,,,,,,,
6082,2180,-26,,,,,,,
6083,840,-3,9,,,,,,
6084,840,-3,9,,,,,,
6085,970,,-4,,,,,,
6086,970,,-4,,,,,,
6087,970,,-4,,,,,,
6088,970,,-4,,,,,,
6089,1430,-2,-34,,,,,,
6090,1430,-2,-34,,,,,,
6091,1430,-2,-34,,,,,,
6092,1430,-2,-34,,,,,,
6093,1660,-3,-3,,,,,,
6094,1550,,,,,,,,
6095,1660,-3,-3,,,,,,
6096,1660,-3,-3,,,,,,
6097,850,,-3,,,,,,
6098,1210,-6,,,,,,,
6099,,1,,,,,,,
6100,,1,,,,,,,
6101,,1,,,,,,,
6102,,1,,,,,,,
6103,,1,,,,,,,
6104,840,-3,9,,,,,,
6105,2660,6,-32,,,,,,
6106,880,3,,,,,,,
6107,1320,,6,,,,,,
6108,1980,,,,,,,,
6109,930,,-2,,,,,,
6110,750,,10,,,,,,
6111,2080,,8,,,,,,
6112,1150,1,-31,,,,,,2:6114|3:6115|4:6116|5:6117
6113,750,1,10,,,,,,
6114,1150,1,-31,,,,,,
6115,1150,1,-31,,,,,,
6116,1150,1,-31,,,,,,
6117,1150,1,-31,,,,,,
6118,660,-3,2,,,,,,
6119,500,,3,,,,,,
6120,500,,3,,,,,,
6121,700,-3,5,,,,,,
6125,1230,-4,,,,,,,
6126,1230,-4,,,,,,,
6127,1230,-4,,,,,,,
6128,620,,,,,,,,
6129,1190,,,,,,,,
6130,1720,,6,,,,,,
6131,810,3,-4,,,,,,
6133,1140,-1,4,,,,,,
6135,1720,7,5,,,,,,
6137,800,,-46,,,,,,
6139,1190,,,,,,,,
6141,1710,,6,,,,,,
6143,660,2,-2,,,,,,
6145,660,2,-2,,,,,,
6147,660,2,-2,,,,,,
6149,710,2,-14,,,,,,
6151,710,2,-14,,,,,,
6153,710,2,-14,,,,,,
6155,1470,2,7,,,,,,
6157,890,2,3,,,,,,
6159,1020,5,,,,,,,
6161,1360,,,,,,,,
6163,830,,6,,,,,,
6165,950,4,-7,,,,,,
6167,800,,-12,,,,,,
6169,1200,,1,,,,,,
6171,1470,2,7,,,,,,
6173,1840,,,,,,,,
6178,870,-3,,,,,,,
6179,870,-3,,,,,,,
6180,1420,7,21,,,,,,
6181,1760,11,2,,,,,,
6182,920,4,-18,,,,,,
6183,1090,,1,,,,,,
6184,1530,,5,,,,,,
6185,1590,-2,17,,,,,,
6186,1140,,9,,,,,,
6187,1730,,-4,,,,,,
6188,900,,5,,,,,,
6189,1370,,3,,,,,,
6190,1340,,3,,,,,,
6191,1040,,-3,,,,,,
6192,1180,-7,-2,,,,,,
6193,640,1,-4,,,,,,
6194,1560,-6,-14,,,,,,
6195,710,,15,,,,,,
6196,2030,4,4,,,,,,
6197,830,3,-35,,,,,,
6198,620,1,16,,,,,,
6199,1180,,-14,,,,,,
6200,1270,-3,18,,,,,,
6201,1220,6,-29,,,,,,
6202,1270,-3,18,,,,,,
6203,1220,6,-29,,,,,,
6204,1270,-3,18,,,,,,
6205,1220,6,-29,,,,,,
6206,1270,-3,18,,,,,,
6207,1220,6,-29,,,,,,
6208,1940,,1,,,,,,
6209,840,3,5,,,,,,
6210,1220,6,-29,,,,,,
6211,1180,,-7,,,,,,
6213,1180,,-7,,,,,,
6215,1370,-2,,,,,,,
6217,1370,-2,,,,,,,
6219,1370,-2,,,,,,,
6221,1370,-2,,,,,,,
6223,1370,-2,,,,,,,
6225,1370,-2,,,,,,,
6227,1370,-2,,,,,,,
6229,1370,-2,,,,,,,
6231,1370,-2,,,,,,,
6233,1370,-2,,,,,,,
6235,1370,-2,,,,,,,
6237,1370,-2,,,,,,,
6239,1370,-2,,,,,,,
6241,1370,-2,,,,,,,
6243,1370,-2,,,,,,,
6245,1370,-2,,,,,,,
6247,1370,-2,,,,,,,
6249,1370,-2,,,,,,,
6251,1370,-2,,,,,,,
6253,1370,-2,,,,,,,
6255,1370,-2,,,,,,,
6257,1370,-2,,,,,,,
6259,1370,-2,,,,,,,
6261,1370,-2,,,,,,,
6263,1370,-2,,,,,,,
6265,1370,-2,,,,,,,
6267,1370,-2,,,,,,,
6269,1370,-2,,,,,,,
6271,1370,-2,,,,,,,
6273,1370,-2,,,,,,,
6275,1370,-2,,,,,,,
6277,1370,-2,,,,,,,
6279,1370,-2,,,,,,,
6281,1450,2,12,,,,,,
6283,1450,2,12,,,,,,
6285,1450,2,12,,,,,,
6287,1500,3,,,,,,,
6289,1500,3,,,,,,,
6291,1373,-1,-5,,,,,,
6293,1710,-3,45,,,,,,
6295,1710,-3,45,,,,,,
6297,1710,-3,45,,,,,,
6299,1710,-3,45,,,,,,
6301,1710,-3,45,,,,,,
6303,1710,-3,45,,,,,,
6305,1710,-3,45,,,,,,
6306,1750,-6,-27,,,,,,10:6307|100:6308|1000:6309|10000:6310
6307,1750,-6,-27,,,,,,
6308,1750,-6,-27,,,,,,
6309,1750,-6,-27,,,,,,
6310,1750,-6,-27,,,,,,
6311,1840,,-30,,,,,,
6313,770,-2,-12,,,,,,
6315,770,-2,-12,,,,,,
6317,770,-2,-12,,,,,,
6319,650,3,4,,,,,,100:6320|1000:6321
6320,650,3,4,,,,,,
6321,650,3,4,,,,,,
6322,1370,2,10,,,,,,
6324,1530,,15,,,,,,
6326,860,,,,,,,,
6328,880,4,,,,,,,
6330,600,,47,,,,,,
6332,1180,,-7,,,,,,
6333,1180,,-7,,,,,,
6335,1370,-2,,,,,,,
6337,1370,-2,,,,,,,
6339,1370,-2,,,,,,,
6341,1130,-1,16,,,,,,
6343,1560,,,,,,,,
6345,670,3,-5,,,,,,
6347,570,,-19,,,,,,
6349,900,5,-93,,,,,,
6351,1130,-1,16,,,,,,
6353,1560,,,,,,,,
6355,670,3,-5,,,,,,
6357,900,5,-93,,,,,,
6359,570,,-19,,,,,,
6361,1130,-1,16,,,,,,
6363,1560,,,,,,,,
6365,670,3,-5,,,,,,
6367,900,5,-93,,,,,,
6369,570,,-19,,,,,,
6371,1130,-1,16,,,,,,
6373,1560,,,,,,,,
6375,670,3,-5,,,,,,
6377,900,5,-93,,,,,,
6379,570,,-19,,,,,,
6381,1220,6,-29,,,,,,
6382,550,1,-58,,,,,,
6384,1050,,2,,,,,,
6386,1550,-5,36,,,,,,
6388,1640,,6,,,,,,
6390,1940,,1,,,,,,
6392,890,,7,,,,,,
6394,1050,,2,,,,,,
6396,1360,4,-23,,,,,,
6398,1100,5,5,,,,,,
6400,930,,6,,,,,,
6402,1050,,2,,,,,,
6404,1360,4,-23,,,,,,
6406,1100,5,5,,,,,,
6408,700,6,,,,,,,
6410,700,6,,,,,,,
6412,700,6,,,,,,,
6414,700,6,,,,,,,
6416,700,6,,,,,,,
6418,700,6,,,,,,,
6420,700,6,,,,,,,
6422,740,,1,,,,,,
6424,740,,1,,,,,,
6426,740,,1,,,,,,
6428,740,,1,,,,,,
6430,740,,1,,,,,,
6432,740,,1,,,,,,
6434,740,,1,,,,,,
6436,740,,1,,,,,,
6438,740,,1,,,,,,
6440,1220,6,-29,,,,,,
6441,1220,6,-29,,,,,,
6442,1220,6,-29,,,,,,
6443,1220,6,-29,,,,,,
6444,1220,6,-29,,,,,,
6445,1220,6,-29,,,,,,
6446,1220,6,-29,,,,,,
6447,1220,6,-29,,,,,,
6448,1650,-1,15,,,,,,
6450,590,,-1,,,,,,
6452,2140,3,6,,,,,,
6453,1260,-8,7,,,,,,2:6480|3:6481|4:6482|5:6483
6454,1260,-8,7,,,,,,2:6484|3:6485|4:6486|5:6487
6455,1260,-8,7,,,,,,2:6488|3:6489|4:6490|5:6491
6456,660,,6,,,,,,2:6492|3:6493|4:6494|5:6495
6457,1260,-8,7,,,,,,2:6496|3:6497|4:6498|5:6499
6458,1260,-8,7,,,,,,2:6500|3:6501|4:6502|5:6503
6459,1260,-8,7,,,,,,2:6504|3:6505|4:6506|5:6507
6460,1260,-8,7,,,,,,2:6508|3:6509|4:6510|5:6511
6461,500,-2,76,,,,,,
6462,1630,,,,,,,,
6463,1630,,,,,,,,
6464,2120,,,,,,,,
6465,350,,,,,,,,
6466,1730,,-20,,,,,,
6467,1210,-6,,,,,,,
6468,550,,-1,,,,,,
6469,730,,-2,,,,,,
6470,550,,-1,,,,,,
6472,550,,-1,,,,,,
6474,550,,-1,,,,,,
6476,550,,-1,,,,,,
6478,1890,,-2,,,,,,
6479,700,-3,5,,,,,,
6480,1260,-8,7,,,,,,
6481,1260,-8,7,,,,,,
6482,1260,-8,7,,,,,,
6483,1260,-8,7,,,,,,
6484,1260,-8,7,,,,,,
6485,1260,-8,7,,,,,,
6486,1260,-8,7,,,,,,
6487,1260,-8,7,,,,,,
6488,1260,-8,7,,,,,,
6489,1260,-8,7,,,,,,
6490,1260,-8,7,,,,,,
6491,1260,-8,7,,,,,,
6492,660,,6,,,,,,
6493,660,,6,,,,,,
6494,660,,6,,,,,,
6495,660,,6,,,,,,
6496,1260,-8,7,,,,,,
6497,1260,-8,7,,,,,,
6498,1260,-8,7,,,,,,
6499,1260,-8,7,,,,,,
6500,1260,-8,7,,,,,,
6501,1260,-8,7,,,,,,
6502,1260,-8,7,,,,,,
6503,1260,-8,7,,,,,,
6504,1260,-8,7,,,,,,
6505,1260,-8,7,,,,,,
6506,1260,-8,7,,,,,,
6507,1260,-8,7,,,,,,
6508,1260,-8,7,,,,,,
6509,1260,-8,7,,,,,,
6510,1260,-8,7,,,,,,
6511,1260,-8,7,,,,,,
6513,1040,1,7,,,,,,
6514,3310,4,-6,,,,,,
6515,2890,,-13,,,,,,
6516,3100,28,38,,,,,,
6517,3200,,,,,,,,
6518,3310,4,-6,,,,,,
6519,2890,,-13,,,,,,
6520,3100,28,38,,,,,,
6521,3200,,,,,,,,
6522,890,3,-4,,,,,,
6523,1320,-3,9,,,,,,
6524,1200,,3,,,,,,
6525,920,1,4,,,,,,
6526,2040,,5,,,,,,
6527,840,,6,,,,,,
6528,1130,3,-4,,,,,,
6529,740,-3,7,,,,,,2:6530|3:6531|4:6532|5:6533|25:6534
6530,740,-3,7,,,,,,
6531,740,-3,7,,,,,,
6532,740,-3,7,,,,,,
6533,740,-3,7,,,,,,
6534,740,-3,7,,,,,,
6541,790,-5,-2,,,,,,
6542,1180,,-14,,,,,,
6543,840,2,-2,,,,,,
6544,400,,-10,,,,,,
6545,760,,2,,,,,,
6546,760,,2,,,,,,
6547,490,,-39,,,,,,
6548,380,,,,,,,,
6549,880,13,21,,,,,,
6550,880,13,21,,,,,,
6551,880,13,21,,,,,,
6552,880,13,21,,,,,,
6553,880,13,21,,,,,,
6554,880,13,21,,,,,,
6555,880,13,21,,,,,,
6556,880,13,21,,,,,,
6557,880,13,21,,,,,,
6558,880,13,21,,,,,,
6559,880,13,21,,,,,,
6560,880,13,21,,,,,,
6561,660,-3,2,,,,,,
6562,1950,-2,-3,,,,,,
6563,1950,-2,-3,,,,,,
6564,1500,8,5,,,,,,
6566,720,3,5,,,,,,
6568,2140,3,6,,,,,,
6570,2086,-4,,,,,,,
6571,780,-5,7,,,,,,
6573,780,-5,7,,,,,,
6575,830,7,-3,,,,,,
6577,1296,3,-8,,,,,,
6579,370,8,106,,,,,,
6581,700,-5,16,,,,,,
6583,830,4,-12,,,,,,
6585,620,1,16,,,,,,
6587,630,-7,-13,,,,,,
6589,1180,-7,-2,,,,,,
6591,760,,-4,,,,,,
6593,760,,-4,,,,,,
6595,760,,-4,,,,,,
6597,760,,-4,,,,,,
6599,2130,,,,,,,,
6601,1030,,-1,,,,,,
6603,1490,-5,2,,,,,,
6605,1040,,-3,,,,,,
6607,860,-13,-2,,,,,,
6609,1380,3,-9,,,,,,
6611,1180,-6,4,,,,,,
6613,1050,3,3,,,,,,
6615,1100,,,,,,,,
6617,1250,-1,,,,,,,
6619,770,3,-3,,,,,,
6621,640,1,-4,,,,,,
6623,800,-1,6,,,,,,
6625,1740,,-8,,,,,,
6627,1100,5,5,,,,,,
6629,930,8,-8,,,,,,
6631,1410,2,174,,,,,,
6633,1560,-6,-14,,,,,,
6635,740,1,-1,,,,,,
6636,810,2,-1,,,,,,
6637,4486,15,-20,,,,,,
6638,380,,,,,,,,
6639,770,,,,,,,,
6640,340,,,,,,,,
6641,340,,,,,,,,
6642,340,,,,,,,,
6643,340,,,,,,,,
6644,340,,,,,,,,
6645,340,,,,,,,,
6646,340,,,,,,,,
6647,340,,,,,,,,
6648,1040,1,7,,,,,,
6649,840,,,,,,,,
6650,360,1,1,,,,,,
6651,360,1,1,,,,,,
6652,450,,,,,,,,
6653,450,,,,,,,,
6654,1360,,3,,,,,,
6655,2060,,6,,,,,,
6656,660,,,,,,,,
6657,1360,,3,,,,,,
6658,2060,,6,,,,,,
6659,660,,,,,,,,
6660,740,,,,,,,,
6661,1190,,,,,,,,
6662,1640,-9,18,,,,,,
6663,1280,-4,,,,,,,
6664,550,,-1,,,,,,
6665,1450,-3,-95,,,,,,
6666,1730,-5,18,,,,,,
6667,1000,1,27,,,,,,
6668,1000,1,27,,,,,,
6669,1000,1,27,,,,,,
6670,1000,1,27,,,,,,
6671,1000,1,27,,,,,,
6672,1000,1,27,,,,,,
6673,1200,1,27,,,,,,
6674,800,1,7,,,,,,
6675,920,-1,-24,,,,,,
6677,920,-1,-24,,,,,,
6678,920,-1,-24,,,,,,
6679,920,-1,-24,,,,,,
6680,920,-1,-24,,,,,,
6681,1210,-6,,,,,,,
6683,1210,-6,,,,,,,
6685,550,,-1,,,,,,
